University ID,Program,Specialisations (comma sep),Fee Range,Duration,Avg Salary,Entry Roles (comma sep),Top Companies (comma sep),Internship / Project Type,Career Outcome (1 sentence)
manipal-jaipur,BCA,General Management,₹0.2L – ₹1.2L,3 Years (6 Semesters),₹3L – ₹7L per annum,"Software Developer,Web Developer,Systems Administrator,Data Analyst,IT Support Engineer","Infosys,TCS,Wipro,HCL,Cognizant,Accenture,IBM,Amazon,Microsoft,HDFC Bank",Industry project and virtual internship,UGC DEB approved BCA from Manipal University Jaipur (MUJ) – O — recognised for corporate hiring.
manipal-jaipur,B.Com,General Management,₹0.2L – ₹1.0L,3 Years (6 Semesters),₹3L – ₹6L per annum,"Accountant,Tax Assistant,Financial Analyst,Auditor,Banking Officer,Commerce Executive","Infosys,TCS,Wipro,HCL,Cognizant,Accenture,IBM,Amazon,Microsoft,HDFC Bank",Industry project and virtual internship,UGC DEB approved B.Com from Manipal University Jaipur (MUJ) – O — recognised for corporate hiring.
manipal-jaipur,M.Com,General Management,₹30K – ₹120K,2 Years (4 Semesters),₹4L – ₹9L per annum,"Senior Accountant,Tax Consultant,Finance Manager,Auditor,Commerce Lecturer","Infosys,TCS,Wipro,HCL,Cognizant,Accenture,IBM,Amazon,Microsoft,HDFC Bank",Industry project and virtual internship,UGC DEB approved M.Com from Manipal University Jaipur (MUJ) – O — recognised for corporate hiring.
manipal-jaipur,MSc,General Management,₹30K – ₹120K,2 Years (4 Semesters),₹3L – ₹8L per annum,"Mathematics Lecturer,Data Analyst,Statistical Analyst,Research Associate,Actuarial Analyst","Infosys,TCS,Wipro,HCL,Cognizant,Accenture,IBM,Amazon,Microsoft,HDFC Bank",Industry project and virtual internship,UGC DEB approved MSc from Manipal University Jaipur (MUJ) – O — recognised for corporate hiring.
galgotia-universi,MBA,"Finance,HR Management,Marketing Management,Operations Management,Business Analytics,Healthcare Management,International Business Management",₹76K – ₹76K,2 Yrs,₹5L – ₹15L per annum,"Financial Analyst,Investment Analyst Trainee,Credit Analyst","Accenture,Amazon,Cognizant,Deloitte,Facebook (Meta),IBM,Infosys,Microsoft,TCS,830+ recruiters",Industry project and virtual internship,UGC DEB approved MBA from Galgotias University – Online (galg — recognised for corporate hiring.
galgotia-universi,MCA,"IoT,Data Analytics,Cyber Security,Cloud,Web Design (Elective-based)",₹21K – ₹84K,2 Yrs,₹4L – ₹14L per annum,"Software Developer,Java Developer,ML Trainee,Cloud Support Engineer","Accenture,Amazon,Cognizant,Deloitte,Facebook (Meta),IBM,Infosys,Microsoft,TCS,830+ recruiters",Industry project and virtual internship,UGC DEB approved MCA from Galgotias University – Online (galg — recognised for corporate hiring.
galgotia-universi,BBA,"Marketing,Finance,Human Resource Management,Operations Management",₹77K – ₹77K,3 Yrs,₹3L – ₹8L per annum,"Marketing Trainee,Brand Assistant,Digital Marketing Executive","Accenture,Amazon,Cognizant,Deloitte,Facebook (Meta),IBM,Infosys,Microsoft,TCS,830+ recruiters",Industry project and virtual internship,UGC DEB approved BBA from Galgotias University – Online (galg — recognised for corporate hiring.
galgotia-universi,BCA,"General Management,Elective-based (Generative AI,IoT,Blockchain)",₹83K – ₹83K,3 Yrs,₹3L – ₹10L per annum,"Web Developer Trainee,Java Developer,Software Tester,ML Trainee","Accenture,Amazon,Cognizant,Deloitte,Facebook (Meta),IBM,Infosys,Microsoft,TCS,830+ recruiters",Industry project and virtual internship,UGC DEB approved BCA from Galgotias University – Online (galg — recognised for corporate hiring.
galgotia-universi,M.Com,"Accountancy,Finance",₹60K – ₹200K,2 Yrs,₹4L – ₹12L per annum,"Accounts Executive,Tax Analyst,Audit Trainee,Cost Accountant Trainee","Accenture,Amazon,Cognizant,Deloitte,Facebook (Meta),IBM,Infosys,Microsoft,TCS,830+ recruiters",Industry project and virtual internship,UGC DEB approved M.Com from Galgotias University – Online (galg — recognised for corporate hiring.
sikkim-manipal,MBA,"Marketing,Finance,Human Resource Management,Systems (IT Management),Operations & Supply Chain Management,Healthcare",₹27K – ₹110K,2 Years,₹5L – ₹9L per annum,"Marketing Executive,Sales Executive,HR Executive,Ops Analyst,Healthcare Admin","TCS,Infosys,Wipro,HCL,Cognizant,Accenture,IBM,HDFC Bank,ICICI Bank,Axis Bank",Industry project and virtual internship,UGC DEB approved MBA from Sikkim Manipal University (SMU) – O — recognised for corporate hiring.
sikkim-manipal,MCA,General Management,₹18K – ₹75K,2 Years (4 Semesters),₹4L – ₹15L per annum,"Software Engineer,Web Developer,ML Engineer,Cloud Developer,Database Administrator","Infosys,TCS,Wipro,HCL,Cognizant,Accenture,IBM,Amazon,Microsoft,HDFC Bank",Industry project and virtual internship,UGC DEB approved MCA from Sikkim Manipal University (SMU) – O — recognised for corporate hiring.
sikkim-manipal,B.Com,General Management,₹0.1L – ₹0.8L,3 Years (6 Semesters),₹2.5L – ₹5L per annum,"Accountant,Tax Executive,Audit Assistant,Finance Executive,Banking Officer","Infosys,TCS,Wipro,HCL,Cognizant,Accenture,IBM,Amazon,Microsoft,HDFC Bank",Industry project and virtual internship,UGC DEB approved B.Com from Sikkim Manipal University (SMU) – O — recognised for corporate hiring.
sikkim-manipal,BA,General Management,₹0.1L – ₹0.8L,3 Years (6 Semesters),₹2L – ₹5L per annum,"Content Writer,Journalist,Social Worker,Educator,Public Administrator,Civil Services aspirant","Infosys,TCS,Wipro,HCL,Cognizant,Accenture,IBM,Amazon,Microsoft,HDFC Bank",Industry project and virtual internship,UGC DEB approved BA from Sikkim Manipal University (SMU) – O — recognised for corporate hiring.
sikkim-manipal,M.Com,General Management,₹18K – ₹75K,2 Years (4 Semesters),₹3.5L – ₹8L per annum,"Senior Accountant,Tax Consultant,Finance Manager,Auditor,Commerce Lecturer","Infosys,TCS,Wipro,HCL,Cognizant,Accenture,IBM,Amazon,Microsoft,HDFC Bank",Industry project and virtual internship,UGC DEB approved M.Com from Sikkim Manipal University (SMU) – O — recognised for corporate hiring.
symbiosis,MBA,"Marketing,Human Resource Management,Finance,Operations Management,Logistics & Supply Chain Management,Agri Operations Management,International Business,Business Analytics,Hospital & Health Care Management",₹78K – ₹315K,2 Years,₹6L – ₹10L per annum,"Business Analyst,HR Executive,Marketing Coordinator,Operations Associate,Supply Chain Analyst","IBM,TAFE,Airtel,SBI General Insurance,Vodafone,Deloitte,Infosys,TCS,Cognizant,Accenture",Industry project and virtual internship,UGC DEB approved MBA from Symbiosis School for Online and Dig — recognised for corporate hiring.
symbiosis,BBA,General Management,₹0.2L – ₹1.5L,3 Years (6 Semesters),₹3L – ₹8L per annum,"Business Analyst,Marketing Manager,HR Executive,Operations Manager,Sales Manager,Entrepreneur","Infosys,TCS,HCL,IBM,Cognizant,Wipro,Amazon,Microsoft,JP Morgan,HDFC Bank",Industry project and virtual internship,UGC DEB approved BBA from Symbiosis School for Online and Dig — recognised for corporate hiring.
symbiosis,BCA,General Management,₹0.2L – ₹1.2L,3 Years (6 Semesters),₹3L – ₹7L per annum,"Software Developer,Web Developer,System Administrator,Data Analyst,IT Support Engineer,Database Administrator","Infosys,TCS,HCL,IBM,Cognizant,Wipro,Amazon,Microsoft,JP Morgan,HDFC Bank",Industry project and virtual internship,UGC DEB approved BCA from Symbiosis School for Online and Dig — recognised for corporate hiring.
symbiosis,MSc,"Data Science (single specialization); research pro,Computer Applications specialization; project mand,Economics (no sub-specialization); research-intens",₹35K – ₹140K,2 Years (4 Semesters); extendable to 4 years,₹6L – ₹25L per annum,"Data Scientist,ML Engineer,Data Analyst,Business Intelligence Analyst,NLP Engineer,Research Data Scientist","Deloitte,KPMG,Accenture,American Express,DHL Logistics,Johnson Controls,Schneider Electric,Sterlite Power,Asian Paints,Forbes Marshall",Industry project and virtual internship,UGC DEB approved MSc from Symbiosis School for Online and Dig — recognised for corporate hiring.
symbiosis,BSc,"Economics honours; interdisciplinary electives fro,social sciences",₹0.2L – ₹1.5L,3 Years (6 Semesters),₹3L – ₹9L per annum,"Economist,Data Analyst,Financial Analyst,Policy Researcher,Banking Officer,UPSC/Civil Services aspirant","Deloitte,KPMG,Accenture,American Express,DHL Logistics,Johnson Controls,Schneider Electric,Sterlite Power,Asian Paints,Forbes Marshall",Industry project and virtual internship,UGC DEB approved BSc from Symbiosis School for Online and Dig — recognised for corporate hiring.
chitkara-universi,MBA,"Finance,Marketing,Pharmaceutical Management,Human Resource Management,International Finance & Accounting,Cyber Security,Data Science & Artificial Intelligence,Global Accounting",₹0.5L – ₹3.0L,2 Yrs,₹5L – ₹14L per annum,"Financial Analyst,Credit Analyst,IB Trainee,Tax Analyst","Google,Amazon,Deloitte,Adobe,Microsoft,PolicyBazaar,Accenture,Kohler,Electrolux,500+ recruiters",Industry project and virtual internship,UGC DEB approved MBA from Chitkara University – Centre for Di — recognised for corporate hiring.
chitkara-universi,BBA,"FinTech & AI,Digital Sciences & Business Management,Logistics & Supply Chain Management,Data Science & AI",₹60K – ₹200K,3 Yrs,₹3L – ₹8L per annum,"FinTech Analyst,Blockchain Trainee,Digital Payments Executive,Banking Tech Trainee","Google,Amazon,Deloitte,Adobe,Microsoft,PolicyBazaar,Accenture,Kohler,Electrolux,500+ recruiters",Industry project and virtual internship,UGC DEB approved BBA from Chitkara University – Centre for Di — recognised for corporate hiring.
chitkara-universi,BCA,"AI & Machine Learning,Cyber Security,Data Science",₹60K – ₹200K,3 Yrs,₹3L – ₹10L per annum,"ML Analyst,Junior Data Scientist,AI Developer Trainee,NLP Engineer Trainee","Google,Amazon,Deloitte,Adobe,Microsoft,PolicyBazaar,Accenture,Kohler,Electrolux,500+ recruiters",Industry project and virtual internship,UGC DEB approved BCA from Chitkara University – Centre for Di — recognised for corporate hiring.
chitkara-universi,B.Com,Applied Finance,₹60K – ₹200K,3 Yrs,₹2.5L – ₹7L per annum,"Accounts Executive,Tax Trainee,Banking Trainee,Audit Trainee","Google,Amazon,Deloitte,Adobe,Microsoft,PolicyBazaar,Accenture,Kohler,Electrolux,500+ recruiters",Industry project and virtual internship,UGC DEB approved B.Com from Chitkara University – Centre for Di — recognised for corporate hiring.
yenepoya-universi,MBA,"Finance,Marketing,Human Resource Management",₹120K – ₹120K,2 Yrs,₹4.5L – ₹9L per annum,"Marketing Executive,Brand Trainee,Digital Marketing Executive,Sales Trainee","Infosys,Wipro,Amazon,IBM,Capgemini,Tech Mahindra,Apollo Hospitals,Manipal Hospital,Fortis Escorts Hospital,Max Healthcare",Industry project and virtual internship,UGC DEB approved MBA from Yenepoya (Deemed to be University) — recognised for corporate hiring.
yenepoya-universi,BBA,"General Management,Logistics and Supply Chain Management,Healthcare Management",₹90K – ₹105K,3 Yrs,₹3L – ₹8L per annum,"Management Trainee,Business Development Trainee,Operations Trainee,HR Trainee","Infosys,Wipro,Amazon,IBM,Capgemini,Tech Mahindra,Apollo Hospitals,Manipal Hospital,Fortis Escorts Hospital,Max Healthcare",Industry project and virtual internship,UGC DEB approved BBA from Yenepoya (Deemed to be University) — recognised for corporate hiring.
yenepoya-universi,BCA,"Data Science and Artificial Intelligence,Computer Science and IT,Cloud Computing and Cyber Security,Animation and Graphic Design",₹105K – ₹120K,3 Yrs,₹4L – ₹12L per annum,"Data Analyst,ML Trainee,AI Trainee,Python Developer,BI Analyst","Infosys,Wipro,Amazon,IBM,Capgemini,Tech Mahindra,Apollo Hospitals,Manipal Hospital,Fortis Escorts Hospital,Max Healthcare",Industry project and virtual internship,UGC DEB approved BCA from Yenepoya (Deemed to be University) — recognised for corporate hiring.
yenepoya-universi,B.Com,Accounting and Finance,₹75K – ₹75K,3 Yrs,₹3L – ₹8L per annum,"Accounts Executive,Tax Trainee,Audit Trainee,Finance Assistant","Infosys,Wipro,Amazon,IBM,Capgemini,Tech Mahindra,Apollo Hospitals,Manipal Hospital,Fortis Escorts Hospital,Max Healthcare",Industry project and virtual internship,UGC DEB approved B.Com from Yenepoya (Deemed to be University) — recognised for corporate hiring.
sharda-universi,MBA,"Healthcare and Hospital Administration,Marketing,Human Resource Management,Finance,Data Science and Analytics,Strategic Human Resource Management",₹150K – ₹150K,2 Years,Not Mentioned,"Management Trainee,Business Analyst,Operations Executive","TCS,Infosys,Wipro,HDFC Bank",Industry project and virtual internship,UGC DEB approved MBA from Sharda University (Sharda Online) — recognised for corporate hiring.
sharda-universi,MCA,"Data Science,AR, VR and Information Security,Computer Science and IT",₹100K – ₹100K,2 Years,Not Mentioned,"Junior Data Scientist,Software Developer","TCS,Infosys,Wipro,HDFC Bank",Industry project and virtual internship,UGC DEB approved MCA from Sharda University (Sharda Online) — recognised for corporate hiring.
sharda-universi,BBA,General Management,₹0.2L – ₹1.5L,3 Years,₹4L – ₹12L per annum,"Management Trainee,Business Analyst,Operations Executive","TCS,Infosys,Wipro,HDFC Bank",Industry project and virtual internship,UGC DEB approved BBA from Sharda University (Sharda Online) — recognised for corporate hiring.
sharda-universi,BCA,General Management,₹0.2L – ₹1.5L,3 Years,₹4L – ₹12L per annum,"Management Trainee,Business Analyst,Operations Executive","TCS,Infosys,Wipro,HDFC Bank",Industry project and virtual internship,UGC DEB approved BCA from Sharda University (Sharda Online) — recognised for corporate hiring.
sharda-universi,BA,Political Science,₹54K – ₹54K,3 Years,₹4L – ₹12L per annum,"Management Trainee,Business Analyst,Operations Executive","TCS,Infosys,Wipro,HDFC Bank",Industry project and virtual internship,UGC DEB approved BA from Sharda University (Sharda Online) — recognised for corporate hiring.
sharda-universi,M.Com,"Accounting and Finance,Public Accounting,Fintech",₹80K – ₹80K,2 Years,Not Mentioned,"Accounts Officer,Audit Assistant","TCS,Infosys,Wipro,HDFC Bank",Industry project and virtual internship,UGC DEB approved M.Com from Sharda University (Sharda Online) — recognised for corporate hiring.
vignans-foundati-for-science,MBA,"Finance,Marketing,Human Resource Management,Logistics & Supply Chain Management,Business Analytics,Healthcare Management,IT Management",₹22K – ₹90K,2 Years,₹4L – ₹12L per annum,"Financial Analyst,Tax Analyst,Investment Banking Trainee,Credit Analyst","foundit,Google Cloud,AWS,HDFC Bank,ICICI Bank,Amazon,Accenture",Industry project and virtual internship,"UGC DEB approved MBA from Vignan's Foundation for Science, Te — recognised for corporate hiring."
vignans-foundati-for-science,MCA,"Data Science,Computer Science & IT",₹60K – ₹200K,2 Years,₹5L – ₹14L per annum,"Data Analyst Trainee,ML Analyst,Data Science Trainee,BI Analyst","foundit,Google Cloud,AWS,HDFC Bank,ICICI Bank,Amazon,Accenture",Industry project and virtual internship,"UGC DEB approved MCA from Vignan's Foundation for Science, Te — recognised for corporate hiring."
